Search Method,Dataset,Metric,Value,Sheet,Parameter,Best Value,Unnamed: 0,precision,recall,f1-score,support
Random Search,JM1,Recall,0.799506984,JM1 Performance Metrics,,,,,,,
Random Search,JM1,F1 Score,0.847930283,JM1 Performance Metrics,,,,,,,
Random Search,JM1,AUC,0.924805409,JM1 Performance Metrics,,,,,,,
Random Search,JM1,,,JM1 Best Hyperparameters,learning_rate,0.05,,,,,
Random Search,JM1,,,JM1 Best Hyperparameters,l2_leaf_reg,1,,,,,
Random Search,JM1,,,JM1 Best Hyperparameters,iterations,300,,,,,
Random Search,JM1,,,JM1 Best Hyperparameters,depth,7,,,,,
Random Search,,,,JM1 Classification Report,,,0,0.821376281,0.914425428,0.865406865,1227
Random Search,,,,JM1 Classification Report,,,1,0.902597403,0.799506984,0.847930283,1217
Random Search,,,,JM1 Classification Report,,,accuracy,0.857201309,0.857201309,0.857201309,0.857201309
Random Search,,,,JM1 Classification Report,,,macro avg,0.861986842,0.856966206,0.856668574,2444
Random Search,,,,JM1 Classification Report,,,weighted avg,0.861820678,0.857201309,0.856704328,2444
Random Search,KC1,Accuracy,0.813218391,KC1 Performance Metrics,,,,,,,
Random Search,KC1,Precision,0.854166667,KC1 Performance Metrics,,,,,,,
Random Search,KC1,Recall,0.736526946,KC1 Performance Metrics,,,,,,,
Random Search,KC1,F1 Score,0.790996785,KC1 Performance Metrics,,,,,,,
Random Search,KC1,AUC,0.879313197,KC1 Performance Metrics,,,,,,,
Random Search,KC1,,,KC1 Best Hyperparameters,learning_rate,0.1,,,,,
Random Search,KC1,,,KC1 Best Hyperparameters,l2_leaf_reg,3,,,,,
Random Search,KC1,,,KC1 Best Hyperparameters,iterations,300,,,,,
Random Search,KC1,,,KC1 Best Hyperparameters,depth,5,,,,,
Random Search,,,,KC1 Classification Report,,,0,0.784313725,0.883977901,0.831168831,181
Random Search,,,,KC1 Classification Report,,,1,0.854166667,0.736526946,0.790996785,167
Random Search,,,,KC1 Classification Report,,,accuracy,0.813218391,0.813218391,0.813218391,0.813218391
Random Search,,,,KC1 Classification Report,,,macro avg,0.819240196,0.810252423,0.811082808,348
Random Search,,,,KC1 Classification Report,,,weighted avg,0.817835108,0.813218391,0.811890866,348
Random Search,KC3,Accuracy,0.875,KC3 Performance Metrics,,,,,,,
Random Search,KC3,Precision,0.852941176,KC3 Performance Metrics,,,,,,,
Random Search,KC3,Recall,0.90625,KC3 Performance Metrics,,,,,,,
Random Search,KC3,F1 Score,0.878787879,KC3 Performance Metrics,,,,,,,
Random Search,KC3,AUC,0.951171875,KC3 Performance Metrics,,,,,,,
Random Search,KC3,,,KC3 Best Hyperparameters,learning_rate,0.1,,,,,
Random Search,KC3,,,KC3 Best Hyperparameters,l2_leaf_reg,3,,,,,
Random Search,KC3,,,KC3 Best Hyperparameters,iterations,300,,,,,
Random Search,KC3,,,KC3 Best Hyperparameters,depth,5,,,,,
Random Search,,,,KC3 Classification Report,,,0,0.9,0.84375,0.870967742,32
Random Search,,,,KC3 Classification Report,,,1,0.852941176,0.90625,0.878787879,32
Random Search,,,,KC3 Classification Report,,,accuracy,0.875,0.875,0.875,0.875
Random Search,,,,KC3 Classification Report,,,macro avg,0.876470588,0.875,0.87487781,64
Random Search,,,,KC3 Classification Report,,,weighted avg,0.876470588,0.875,0.87487781,64
Random Search,MC1,Accuracy,0.993564994,MC1 Performance Metrics,,,,,,,
Random Search,MC1,Precision,0.986666667,MC1 Performance Metrics,,,,,,,
Random Search,MC1,Recall,1,MC1 Performance Metrics,,,,,,,
Random Search,MC1,F1 Score,0.993288591,MC1 Performance Metrics,,,,,,,
Random Search,MC1,AUC,0.998632047,MC1 Performance Metrics,,,,,,,
Random Search,MC1,,,MC1 Best Hyperparameters,learning_rate,0.05,,,,,
Random Search,MC1,,,MC1 Best Hyperparameters,l2_leaf_reg,1,,,,,
Random Search,MC1,,,MC1 Best Hyperparameters,iterations,300,,,,,
Random Search,MC1,,,MC1 Best Hyperparameters,depth,7,,,,,
Random Search,,,,MC1 Classification Report,,,0,1,0.987714988,0.99381953,407
Random Search,,,,MC1 Classification Report,,,1,0.986666667,1,0.993288591,370
Random Search,,,,MC1 Classification Report,,,accuracy,0.993564994,0.993564994,0.993564994,0.993564994
Random Search,,,,MC1 Classification Report,,,macro avg,0.993333333,0.993857494,0.99355406,777
Random Search,,,,MC1 Classification Report,,,weighted avg,0.993650794,0.993564994,0.993566702,777
Random Search,MC2,Accuracy,0.848484848,MC2 Performance Metrics,,,,,,,
Random Search,MC2,Precision,0.782608696,MC2 Performance Metrics,,,,,,,
Random Search,MC2,Recall,1,MC2 Performance Metrics,,,,,,,
Random Search,MC2,F1 Score,0.87804878,MC2 Performance Metrics,,,,,,,
Random Search,MC2,AUC,0.951851852,MC2 Performance Metrics,,,,,,,
Random Search,MC2,,,MC2 Best Hyperparameters,learning_rate,0.1,,,,,
Random Search,MC2,,,MC2 Best Hyperparameters,l2_leaf_reg,3,,,,,
Random Search,MC2,,,MC2 Best Hyperparameters,iterations,300,,,,,
Random Search,MC2,,,MC2 Best Hyperparameters,depth,5,,,,,
Random Search,,,,MC2 Classification Report,,,0,1,0.666666667,0.8,15
Random Search,,,,MC2 Classification Report,,,1,0.782608696,1,0.87804878,18
Random Search,,,,MC2 Classification Report,,,accuracy,0.848484848,0.848484848,0.848484848,0.848484848
Random Search,,,,MC2 Classification Report,,,macro avg,0.891304348,0.833333333,0.83902439,33
Random Search,,,,MC2 Classification Report,,,weighted avg,0.881422925,0.848484848,0.842572062,33
Random Search,MW1,Accuracy,0.956043956,MW1 Performance Metrics,,,,,,,
Random Search,MW1,Precision,0.941176471,MW1 Performance Metrics,,,,,,,
Random Search,MW1,Recall,0.979591837,MW1 Performance Metrics,,,,,,,
Random Search,MW1,F1 Score,0.96,MW1 Performance Metrics,,,,,,,
Random Search,MW1,AUC,0.986880466,MW1 Performance Metrics,,,,,,,
Random Search,MW1,,,MW1 Best Hyperparameters,learning_rate,0.1,,,,,
Random Search,MW1,,,MW1 Best Hyperparameters,l2_leaf_reg,3,,,,,
Random Search,MW1,,,MW1 Best Hyperparameters,iterations,300,,,,,
Random Search,MW1,,,MW1 Best Hyperparameters,depth,5,,,,,
Random Search,,,,MW1 Classification Report,,,0,0.975,0.928571429,0.951219512,42
Random Search,,,,MW1 Classification Report,,,1,0.941176471,0.979591837,0.96,49
Random Search,,,,MW1 Classification Report,,,accuracy,0.956043956,0.956043956,0.956043956,0.956043956
Random Search,,,,MW1 Classification Report,,,macro avg,0.958088235,0.954081633,0.955609756,91
Random Search,,,,MW1 Classification Report,,,weighted avg,0.95678733,0.956043956,0.955947467,91
Random Search,PC1,Accuracy,0.953488372,PC1 Performance Metrics,,,,,,,
Random Search,PC1,Precision,0.936,PC1 Performance Metrics,,,,,,,
Random Search,PC1,Recall,0.966942149,PC1 Performance Metrics,,,,,,,
Random Search,PC1,F1 Score,0.951219512,PC1 Performance Metrics,,,,,,,
Random Search,PC1,AUC,0.991795862,PC1 Performance Metrics,,,,,,,
Random Search,PC1,,,PC1 Best Hyperparameters,learning_rate,0.1,,,,,
Random Search,PC1,,,PC1 Best Hyperparameters,l2_leaf_reg,3,,,,,
Random Search,PC1,,,PC1 Best Hyperparameters,iterations,300,,,,,
Random Search,PC1,,,PC1 Best Hyperparameters,depth,5,,,,,
Random Search,,,,PC1 Classification Report,,,0,0.969924812,0.941605839,0.955555556,137
Random Search,,,,PC1 Classification Report,,,1,0.936,0.966942149,0.951219512,121
Random Search,,,,PC1 Classification Report,,,accuracy,0.953488372,0.953488372,0.953488372,0.953488372
Random Search,,,,PC1 Classification Report,,,macro avg,0.952962406,0.954273994,0.953387534,258
Random Search,,,,PC1 Classification Report,,,weighted avg,0.954014338,0.953488372,0.953521985,258
Random Search,PC2,Accuracy,0.98630137,PC2 Performance Metrics,,,,,,,
Random Search,PC2,Precision,0.973856209,PC2 Performance Metrics,,,,,,,
Random Search,PC2,Recall,1,PC2 Performance Metrics,,,,,,,
Random Search,PC2,F1 Score,0.986754967,PC2 Performance Metrics,,,,,,,
Random Search,PC2,AUC,0.999812268,PC2 Performance Metrics,,,,,,,
Random Search,PC2,,,PC2 Best Hyperparameters,learning_rate,0.1,,,,,
Random Search,PC2,,,PC2 Best Hyperparameters,l2_leaf_reg,3,,,,,
Random Search,PC2,,,PC2 Best Hyperparameters,iterations,300,,,,,
Random Search,PC2,,,PC2 Best Hyperparameters,depth,5,,,,,
Random Search,,,,PC2 Classification Report,,,0,1,0.972027972,0.985815603,143
Random Search,,,,PC2 Classification Report,,,1,0.973856209,1,0.986754967,149
Random Search,,,,PC2 Classification Report,,,accuracy,0.98630137,0.98630137,0.98630137,0.98630137
Random Search,,,,PC2 Classification Report,,,macro avg,0.986928105,0.986013986,0.986285285,292
Random Search,,,,PC2 Classification Report,,,weighted avg,0.986659504,0.98630137,0.986294936,292
Random Search,PC3,Accuracy,0.928571429,PC3 Performance Metrics,,,,,,,
Random Search,PC3,Precision,0.91,PC3 Performance Metrics,,,,,,,
Random Search,PC3,Recall,0.952879581,PC3 Performance Metrics,,,,,,,
Random Search,PC3,F1 Score,0.930946292,PC3 Performance Metrics,,,,,,,
Random Search,PC3,AUC,0.984629168,PC3 Performance Metrics,,,,,,,
Random Search,PC3,,,PC3 Best Hyperparameters,learning_rate,0.05,,,,,
Random Search,PC3,,,PC3 Best Hyperparameters,l2_leaf_reg,1,,,,,
Random Search,PC3,,,PC3 Best Hyperparameters,iterations,300,,,,,
Random Search,PC3,,,PC3 Best Hyperparameters,depth,7,,,,,
Random Search,,,,PC3 Classification Report,,,0,0.949438202,0.903743316,0.926027397,187
Random Search,,,,PC3 Classification Report,,,1,0.91,0.952879581,0.930946292,191
Random Search,,,,PC3 Classification Report,,,accuracy,0.928571429,0.928571429,0.928571429,0.928571429
Random Search,,,,PC3 Classification Report,,,macro avg,0.929719101,0.928311448,0.928486844,378
Random Search,,,,PC3 Classification Report,,,weighted avg,0.929510433,0.928571429,0.92851287,378
Random Search,PC4,Accuracy,0.961711712,PC4 Performance Metrics,,,,,,,
Random Search,PC4,Precision,0.930041152,PC4 Performance Metrics,,,,,,,
Random Search,PC4,Recall,1,PC4 Performance Metrics,,,,,,,
Random Search,PC4,F1 Score,0.963752665,PC4 Performance Metrics,,,,,,,
Random Search,PC4,AUC,0.997341073,PC4 Performance Metrics,,,,,,,
Random Search,PC4,,,PC4 Best Hyperparameters,learning_rate,0.05,,,,,
Random Search,PC4,,,PC4 Best Hyperparameters,l2_leaf_reg,1,,,,,
Random Search,PC4,,,PC4 Best Hyperparameters,iterations,300,,,,,
Random Search,PC4,,,PC4 Best Hyperparameters,depth,7,,,,,
Random Search,,,,PC4 Classification Report,,,0,1,0.922018349,0.959427208,218
Random Search,,,,PC4 Classification Report,,,1,0.930041152,1,0.963752665,226
Random Search,,,,PC4 Classification Report,,,accuracy,0.961711712,0.961711712,0.961711712,0.961711712
Random Search,,,,PC4 Classification Report,,,macro avg,0.965020576,0.961009174,0.961589936,444
Random Search,,,,PC4 Classification Report,,,weighted avg,0.964390316,0.961711712,0.961628905,444
Bayesian Search,CM1,Accuracy,0.921052632,CM1 Performance Metrics,,,,,,,
Bayesian Search,CM1,Precision,0.896551724,CM1 Performance Metrics,,,,,,,
Bayesian Search,CM1,Recall,0.945454545,CM1 Performance Metrics,,,,,,,
Bayesian Search,CM1,F1 Score,0.920353982,CM1 Performance Metrics,,,,,,,
Bayesian Search,CM1,AUC,0.961479199,CM1 Performance Metrics,,,,,,,
Bayesian Search,CM1,,,CM1 Best Hyperparameters,depth,8,,,,,
Bayesian Search,CM1,,,CM1 Best Hyperparameters,iterations,288,,,,,
Bayesian Search,CM1,,,CM1 Best Hyperparameters,l2_leaf_reg,2,,,,,
Bayesian Search,CM1,,,CM1 Best Hyperparameters,learning_rate,0.015432109,,,,,
Bayesian Search,,,,CM1 Classification Report,,,0,0.946428571,0.898305085,0.92173913,59
Bayesian Search,,,,CM1 Classification Report,,,1,0.896551724,0.945454545,0.920353982,55
Bayesian Search,,,,CM1 Classification Report,,,accuracy,0.921052632,0.921052632,0.921052632,0.921052632
Bayesian Search,,,,CM1 Classification Report,,,macro avg,0.921490148,0.921879815,0.921046556,114
Bayesian Search,,,,CM1 Classification Report,,,weighted avg,0.92236518,0.921052632,0.921070857,114
Bayesian Search,JM1,Accuracy,0.870294599,JM1 Performance Metrics,,,,,,,
Bayesian Search,JM1,Precision,0.900355872,JM1 Performance Metrics,,,,,,,
Bayesian Search,JM1,Recall,0.831552999,JM1 Performance Metrics,,,,,,,
Bayesian Search,JM1,F1 Score,0.864587783,JM1 Performance Metrics,,,,,,,
Bayesian Search,JM1,AUC,0.935583847,JM1 Performance Metrics,,,,,,,
Bayesian Search,JM1,,,JM1 Best Hyperparameters,depth,9,,,,,
Bayesian Search,JM1,,,JM1 Best Hyperparameters,iterations,277,,,,,
Bayesian Search,JM1,,,JM1 Best Hyperparameters,l2_leaf_reg,3,,,,,
Bayesian Search,JM1,,,JM1 Best Hyperparameters,learning_rate,0.089376616,,,,,
Bayesian Search,,,,JM1 Classification Report,,,0,0.84469697,0.908720456,0.875539851,1227
Bayesian Search,,,,JM1 Classification Report,,,1,0.900355872,0.831552999,0.864587783,1217
Bayesian Search,,,,JM1 Classification Report,,,accuracy,0.870294599,0.870294599,0.870294599,0.870294599
Bayesian Search,,,,JM1 Classification Report,,,macro avg,0.872526421,0.870136728,0.870063817,2444
Bayesian Search,,,,JM1 Classification Report,,,weighted avg,0.872412552,0.870294599,0.870086223,2444
